frame,timestamp_sec,scene_name,group_id,video_name,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx,cy,frame_width,frame_height,crossed_line,direction,speed_px_s
52,13.777,Dakar - Scène 1,group_01,traffic.mp4,64,person,0.397,984,748,1010,813,997,813,1280,720,true,down,8.4
52,13.777,Dakar - Scène 1,group_01,traffic.mp4,44,car,0.368,1063,720,1123,816,1093,816,1280,720,true,down,15.5
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.929,1242,365,1614,896,1428,896,1280,720,true,down,18.3
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.899,325,714,610,906,467,906,1280,720,true,down,44.0
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.872,549,719,926,945,737,945,1280,720,true,down,60.6
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.846,1795,637,1905,934,1850,934,1280,720,true,down,11.6
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.798,1098,694,1246,851,1172,851,1280,720,true,down,23.5
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.794,1687,638,1807,811,1746,811,1280,720,true,down,5.2
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,27,truck,0.746,560,604,817,775,688,775,1280,720,true,down,70.5
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.691,186,706,232,857,209,857,1280,720,true,down,11.0
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.638,232,701,287,852,259,852,1280,720,true,down,11.6
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.633,0,718,46,869,23,869,1280,720,true,down,15.1
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.62,46,706,112,869,79,869,1280,720,true,down,10.4
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.615,106,707,157,862,131,862,1280,720,true,down,3.7
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.517,281,710,322,848,301,848,1280,720,true,down,0.0
53,14.05,Dakar - Scène 1,group_01,traffic.mp4,64,person,0.409,984,740,1011,815,998,815,1280,720,true,down,8.2
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.932,1233,363,1613,898,1423,898,1280,720,true,down,20.2
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.887,527,719,913,948,720,948,1280,720,true,down,64.9
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.864,342,713,604,906,473,905,1280,720,true,down,22.9
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.851,1795,637,1906,935,1850,935,1280,720,true,down,3.8
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.828,1686,639,1805,812,1746,812,1280,720,true,down,3.8
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,27,truck,0.828,569,607,821,765,695,765,1280,720,true,down,45.9
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.719,185,707,231,858,208,858,1280,720,true,down,5.3
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.676,1092,696,1238,852,1165,852,1280,720,true,down,26.6
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.635,0,716,49,871,24,871,1280,720,true,down,8.4
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.607,106,708,158,865,132,865,1280,720,true,down,11.9
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.589,232,704,285,855,258,855,1280,720,true,down,11.9
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.544,47,706,114,870,80,870,1280,720,true,down,5.3
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,67,car,0.499,839,723,930,825,885,825,1280,720,true,down,0.0
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,64,person,0.429,984,748,1009,818,996,818,1280,720,true,down,13.6
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.411,283,712,320,851,301,851,1280,720,true,down,11.3
54,14.316,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.322,143,708,182,858,162,858,1280,720,true,down,12.7
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.937,1228,360,1610,898,1419,898,1280,720,true,down,14.1
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.904,512,720,902,953,707,953,1280,720,true,down,49.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.84,1793,638,1905,935,1849,935,1280,720,true,down,3.5
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.816,1686,640,1805,813,1745,813,1280,720,true,down,5.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.8,359,716,610,903,484,903,1280,720,true,down,39.4
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.709,186,709,232,859,209,859,1280,720,true,down,5.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.63,231,705,287,858,259,858,1280,720,true,down,11.1
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.627,54,712,116,873,85,873,1280,720,true,down,20.5
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.625,1087,697,1234,852,1160,852,1280,720,true,down,17.6
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.594,103,711,156,868,129,868,1280,720,true,down,14.9
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.586,0,716,50,872,25,872,1280,720,true,down,5.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,67,car,0.517,840,723,926,828,883,828,1280,720,true,down,12.7
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,64,person,0.444,984,740,1010,820,997,819,1280,720,true,down,5.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.369,283,713,317,850,300,850,1280,720,true,down,5.0
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.334,141,709,183,853,162,853,1280,720,true,down,17.6
55,14.6,Dakar - Scène 1,group_01,traffic.mp4,27,truck,0.325,581,608,832,737,706,737,1280,720,true,down,105.9
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.943,1222,358,1608,899,1415,899,1280,720,true,down,14.6
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.915,494,720,891,958,692,958,1280,720,true,down,55.9
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.847,1794,640,1904,936,1849,936,1280,720,true,down,3.5
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.847,1685,641,1806,814,1746,814,1280,720,true,down,5.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.839,372,717,600,903,486,903,1280,720,true,down,7.1
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.717,185,712,233,861,209,861,1280,720,true,down,7.1
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.698,1082,698,1229,856,1156,856,1280,720,true,down,20.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.601,235,706,286,860,260,859,1280,720,true,down,5.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.557,55,711,105,874,80,874,1280,720,true,down,18.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.544,105,712,156,869,130,869,1280,720,true,down,5.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.498,0,715,47,875,23,875,1280,720,true,down,12.7
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,67,car,0.412,842,724,927,827,884,827,1280,720,true,down,5.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.305,142,710,184,860,163,860,1280,720,true,down,25.0
56,14.883,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.302,282,715,316,851,299,851,1280,720,true,down,5.0
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.94,1218,357,1607,901,1412,901,1280,720,true,down,13.8
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.917,475,723,881,964,678,964,1280,720,true,down,58.1
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.867,1793,638,1907,937,1850,937,1280,720,true,down,5.4
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.83,1685,642,1810,817,1748,817,1280,720,true,down,13.8
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.718,185,712,233,861,209,861,1280,720,true,down,0.0
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.645,1075,697,1223,857,1149,857,1280,720,true,down,27.0
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.619,389,719,573,902,481,902,1280,720,true,down,19.5
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.587,235,710,284,860,259,860,1280,720,true,down,5.4
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,67,car,0.583,849,725,929,830,889,830,1280,720,true,down,22.3
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.57,58,709,116,873,87,873,1280,720,true,down,27.0
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.521,104,715,156,871,130,871,1280,720,true,down,7.6
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.446,141,710,185,864,163,864,1280,720,true,down,15.3
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.435,2,712,63,871,32,871,1280,720,true,down,37.6
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.418,351,723,388,849,370,849,1280,720,true,down,0.0
57,15.145,Dakar - Scène 1,group_01,traffic.mp4,64,person,0.309,984,754,1008,822,996,822,1280,720,true,down,5.8
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.938,1211,354,1603,904,1407,904,1280,720,true,down,21.7
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.92,454,722,865,967,659,967,1280,720,true,down,71.5
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.851,402,720,574,901,488,901,1280,720,true,down,26.3
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.85,1793,638,1904,939,1848,939,1280,720,true,down,10.5
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.813,1684,643,1810,820,1747,820,1280,720,true,down,11.8
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.714,1068,696,1218,859,1143,859,1280,720,true,down,23.5
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.674,185,712,232,862,209,862,1280,720,true,down,3.7
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.604,235,711,286,861,261,861,1280,720,true,down,8.3
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.535,58,711,112,875,85,875,1280,720,true,down,10.5
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.516,0,713,62,873,31,873,1280,720,true,down,8.3
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.516,139,709,185,866,162,866,1280,720,true,down,8.3
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.471,102,716,153,871,127,871,1280,720,true,down,11.2
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.415,353,724,389,850,371,850,1280,720,true,down,5.3
58,15.414,Dakar - Scène 1,group_01,traffic.mp4,67,car,0.365,855,725,928,831,892,831,1280,720,true,down,11.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.937,1206,353,1600,907,1403,907,1280,720,true,down,19.6
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.915,433,721,852,969,642,969,1280,720,true,down,67.1
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.844,1794,638,1903,942,1848,942,1280,720,true,down,11.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.835,1685,644,1807,820,1745,820,1280,720,true,down,7.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.782,1066,697,1211,861,1139,861,1280,720,true,down,17.5
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.65,188,714,231,860,209,860,1280,720,true,down,7.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.584,233,710,286,861,259,861,1280,720,true,down,7.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,51,car,0.58,427,719,583,876,505,875,1280,720,true,down,121.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.575,133,710,183,866,158,866,1280,720,true,down,15.7
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.54,2,714,63,874,33,874,1280,720,true,down,8.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.526,59,713,119,871,89,871,1280,720,true,down,22.2
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.417,353,724,388,852,371,852,1280,720,true,down,7.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.414,101,715,146,871,124,871,1280,720,true,down,11.8
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,75,person,0.364,389,723,430,849,409,849,1280,720,true,down,0.0
59,15.669,Dakar - Scène 1,group_01,traffic.mp4,76,person,0.362,317,724,358,853,337,853,1280,720,true,down,0.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.94,1202,352,1600,910,1401,910,1280,720,true,down,13.7
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.932,414,720,842,974,628,974,1280,720,true,down,56.3
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.833,1793,641,1906,944,1850,944,1280,720,true,down,10.7
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.821,1685,645,1809,821,1747,821,1280,720,true,down,8.5
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.794,626,618,887,861,757,861,1280,720,true,down,0.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.655,1060,698,1207,862,1133,862,1280,720,true,down,23.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.605,186,712,232,862,209,862,1280,720,true,down,7.6
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.582,58,712,122,874,90,874,1280,720,true,down,12.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.565,130,711,183,869,157,869,1280,720,true,down,12.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.552,236,711,288,862,262,862,1280,720,true,down,12.0
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.516,4,714,61,875,32,875,1280,720,true,down,5.4
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,75,person,0.484,384,723,426,850,405,850,1280,720,true,down,15.6
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.46,352,726,387,853,370,853,1280,720,true,down,5.4
60,15.933,Dakar - Scène 1,group_01,traffic.mp4,76,person,0.375,320,726,357,853,339,853,1280,720,true,down,7.6
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.959,393,722,828,980,610,980,1280,720,true,down,72.4
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.943,1195,348,1596,913,1395,912,1280,720,true,down,24.1
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.834,1793,642,1902,945,1848,945,1280,720,true,down,8.5
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.82,634,621,897,865,765,865,1280,720,true,down,34.1
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.817,1685,648,1808,821,1746,821,1280,720,true,down,3.8
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.81,1053,699,1200,864,1127,864,1280,720,true,down,24.1
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.643,187,713,233,863,210,863,1280,720,true,down,5.4
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.556,6,715,64,879,35,879,1280,720,true,down,19.1
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.553,239,712,292,863,265,863,1280,720,true,down,12.1
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.534,59,711,122,876,91,876,1280,720,true,down,8.5
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.529,131,717,185,870,158,870,1280,720,true,down,5.4
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.493,353,727,390,854,371,854,1280,720,true,down,5.4
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.485,294,726,326,856,310,856,1280,720,true,down,9.2
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,75,person,0.463,385,726,426,852,405,852,1280,720,true,down,7.6
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,76,person,0.399,322,728,358,854,340,854,1280,720,true,down,5.4
61,16.195,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.338,96,716,132,876,114,876,1280,720,true,down,21.3
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.953,372,724,818,986,595,986,1280,720,true,down,59.4
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.941,1188,346,1596,915,1392,915,1280,720,true,down,15.6
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.833,1792,646,1906,948,1849,948,1280,720,true,down,11.6
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.782,1049,700,1192,866,1120,866,1280,720,true,down,26.8
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.781,1685,649,1813,824,1749,824,1280,720,true,down,15.6
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.742,642,624,906,866,774,866,1280,720,true,down,33.3
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.66,186,714,233,865,209,865,1280,720,true,down,8.2
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.641,58,709,125,878,92,878,1280,720,true,down,8.2
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.567,132,719,186,871,159,871,1280,720,true,down,5.2
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.549,4,722,61,879,33,879,1280,720,true,down,7.4
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.534,245,712,293,864,269,864,1280,720,true,down,15.2
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.527,293,730,326,859,309,859,1280,720,true,down,11.6
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,80,person,0.442,1407,435,1467,494,1437,494,1280,720,true,down,0.0
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,76,person,0.408,323,731,359,856,341,856,1280,720,true,down,8.2
62,16.467,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.383,348,728,387,855,368,855,1280,720,true,down,11.6
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.942,1184,344,1596,916,1390,916,1280,720,true,down,8.6
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.918,349,723,802,991,575,991,1280,720,true,down,79.0
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.864,650,629,910,866,780,866,1280,720,true,down,23.0
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.835,1794,650,1909,949,1851,949,1280,720,true,down,8.6
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.818,1046,702,1189,869,1117,869,1280,720,true,down,16.3
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.777,1686,649,1818,824,1752,824,1280,720,true,down,11.5
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.661,186,717,237,867,211,867,1280,720,true,down,10.8
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.642,134,721,189,872,161,872,1280,720,true,down,8.6
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.625,244,717,295,867,269,866,1280,720,true,down,7.7
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.595,62,714,126,880,94,880,1280,720,true,down,10.8
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.542,292,729,325,861,308,861,1280,720,true,down,8.6
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.52,5,725,56,881,30,881,1280,720,true,down,13.8
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,54,person,0.492,94,718,136,883,115,883,1280,720,true,down,13.3
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,73,person,0.418,348,727,390,856,369,856,1280,720,true,down,5.4
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,76,person,0.414,320,732,359,859,339,859,1280,720,true,down,13.8
63,16.728,Dakar - Scène 1,group_01,traffic.mp4,80,person,0.409,1405,434,1462,493,1433,493,1280,720,true,down,15.8
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.939,1180,341,1595,921,1387,921,1280,720,true,down,21.2
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.913,327,726,792,996,560,996,1280,720,true,down,57.5
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.877,664,631,919,867,792,867,1280,720,true,down,43.8
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.857,1794,654,1908,951,1851,951,1280,720,true,down,7.3
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.838,1685,650,1811,827,1748,827,1280,720,true,down,18.2
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.789,1041,703,1185,873,1113,873,1280,720,true,down,20.6
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.697,67,718,133,881,100,881,1280,720,true,down,22.1
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.69,136,721,190,876,163,875,1280,720,true,down,13.1
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.673,188,719,238,868,213,868,1280,720,true,down,8.1
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.657,250,718,298,867,274,867,1280,720,true,down,18.5
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.645,4,726,73,884,38,884,1280,720,true,down,31.1
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.493,293,733,326,862,309,861,1280,720,true,down,3.6
64,17.003,Dakar - Scène 1,group_01,traffic.mp4,80,person,0.355,1401,432,1458,491,1430,491,1280,720,true,down,13.1
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.936,1174,341,1594,923,1384,923,1280,720,true,down,14.2
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.907,670,634,927,870,798,870,1280,720,true,down,26.4
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.893,304,728,779,1004,541,1004,1280,720,true,down,81.2
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.862,1795,654,1910,954,1853,954,1280,720,true,down,14.2
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.83,1686,654,1808,829,1747,829,1280,720,true,down,8.8
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.71,1036,702,1178,876,1107,876,1280,720,true,down,26.4
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.709,188,721,238,871,213,871,1280,720,true,down,11.8
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.676,142,723,193,877,168,877,1280,720,true,down,21.2
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.66,4,726,74,886,39,886,1280,720,true,down,8.8
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.653,70,720,136,884,103,884,1280,720,true,down,16.7
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.605,252,719,302,870,277,870,1280,720,true,down,16.7
65,17.257,Dakar - Scène 1,group_01,traffic.mp4,66,person,0.337,293,734,327,858,310,858,1280,720,true,down,12.4
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.937,1167,338,1593,928,1380,928,1280,720,true,down,24.7
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.888,279,732,761,1011,520,1011,1280,720,true,down,85.5
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.884,676,636,934,870,805,870,1280,720,true,down,27.0
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.865,1794,656,1908,957,1851,957,1280,720,true,down,13.9
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.838,1686,654,1808,832,1747,832,1280,720,true,down,11.6
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.791,1031,704,1173,879,1102,879,1280,720,true,down,22.5
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.677,188,724,235,874,211,874,1280,720,true,down,13.9
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.66,76,720,137,882,106,882,1280,720,true,down,13.9
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.636,144,727,194,878,169,878,1280,720,true,down,5.5
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.61,3,727,72,888,37,888,1280,720,true,down,10.9
66,17.516,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.58,256,722,302,871,279,871,1280,720,true,down,8.6
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.942,1163,337,1592,932,1377,931,1280,720,true,down,17.0
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.901,254,735,746,1018,500,1018,1280,720,true,down,84.8
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.875,689,638,939,871,814,871,1280,720,true,down,36.2
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.866,1687,656,1808,832,1748,832,1280,720,true,down,4.0
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.865,1794,657,1915,958,1854,958,1280,720,true,down,12.6
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,4,car,0.789,1024,704,1167,880,1095,880,1280,720,true,down,28.3
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,82,car,0.754,599,731,795,893,697,893,1280,720,true,down,0.0
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,56,person,0.666,11,726,72,890,42,890,1280,720,true,down,21.5
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,42,person,0.627,191,726,236,878,213,878,1280,720,true,down,17.9
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,60,person,0.626,146,731,194,879,170,879,1280,720,true,down,5.7
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,55,person,0.625,75,721,140,885,107,885,1280,720,true,down,12.6
67,17.766,Dakar - Scène 1,group_01,traffic.mp4,35,person,0.454,259,721,309,868,284,868,1280,720,true,down,23.3
68,18.027,Dakar - Scène 1,group_01,traffic.mp4,2,bus,0.938,1154,334,1589,937,1372,937,1280,720,true,down,29.9
68,18.027,Dakar - Scène 1,group_01,traffic.mp4,3,car,0.911,228,735,729,1026,478,1025,1280,720,true,down,88.5
68,18.027,Dakar - Scène 1,group_01,traffic.mp4,77,truck,0.887,696,639,941,868,818,868,1280,720,true,down,19.2
68,18.027,Dakar - Scène 1,group_01,traffic.mp4,6,person,0.867,1792,659,1912,959,1852,959,1280,720,true,down,8.6
68,18.027,Dakar - Scène 1,group_01,traffic.mp4,7,bus,0.851,1687,656,1807,835,1747,835,1280,720,true,down,12.1
